,Date,Close,Change,Change_Percentage,PROC,rci,days
793,2003-03-05,3226.1,-18.7,-0.187,-0.00193174900928,48.5664070658,-4823.0
794,2003-03-06,3190.35,-35.75,-0.3575,0.0184686098241,47.1616358469,-4822.0
795,2003-03-07,3153.06,-37.29,-0.3729,0.0386513935173,47.033173633,-4821.0
796,2003-03-10,3125.88,-27.18,-0.2718,0.046444161763,48.0052087839,-4818.0
797,2003-03-11,3154.91,29.03,0.2903,0.0310711039041,53.0169309362,-4817.0
798,2003-03-12,3110.08,-44.83,-0.4483,0.0591025703083,46.817696474,-4816.0
799,2003-03-13,3108.24,-1.84,-0.0184,0.0522993990432,50.3503645955,-4815.0
800,2003-03-17,3084.91,-23.33,-0.2333,0.0527962516043,48.6611223195,-4811.0
801,2003-03-19,3121.18,36.27,0.3627,0.0430143462917,53.2124167769,-4809.0
802,2003-03-20,3192.93,71.75,0.7175,0.0168067226891,55.658874862,-4808.0
803,2003-03-21,3200.15,7.22,0.0722,0.00721596073723,50.6254955125,-4807.0
804,2003-03-22,3218.73,18.58,0.1858,0.0194123292053,51.4338113427,-4806.0
805,2003-03-24,3140.36,-78.37,-0.7837,0.0452191943668,44.8785265934,-4804.0
806,2003-03-25,3140.42,0.0599999999999,0.000599999999999,0.0489455003574,50.2419910229,-4803.0
807,2003-03-26,3143.58,3.16,0.0316,0.0483286005776,50.4412553321,-4802.0
808,2003-03-27,3116.79,-26.79,-0.2679,0.057574383164,48.4802808641,-4801.0
809,2003-03-28,3115.44,-1.35,-0.0135,0.0622273995611,50.1995534001,-4800.0
810,2003-03-31,3048.72,-66.72,-0.6672,0.0710559672387,46.0695383656,-4797.0
811,2003-04-01,3080.95,32.23,0.3223,0.0550624447934,52.2821615171,-4796.0
812,2003-04-02,3116.99,36.04,0.3604,0.0489268736231,52.5024169936,-4795.0
813,2003-04-03,3151.16,34.17,0.3417,0.0403513153006,52.3783604609,-4794.0
814,2003-04-04,3167.7,16.54,0.1654,0.0334333149237,51.1862687301,-4793.0
815,2003-04-07,3215.24,47.54,0.4754,0.00910996055227,53.1465304905,-4790.0
816,2003-04-08,3174.86,-40.38,-0.4038,0.0158829546511,47.4916845527,-4789.0
817,2003-04-09,3141.25,-33.61,-0.3361,0.0153901609541,47.9376240986,-4788.0
818,2003-04-10,3035.33,-105.92,-1.0592,0.0373383316524,43.7853014372,-4787.0
819,2003-04-11,2997.87,-37.46,-0.3746,0.0409516680103,48.2242929509,-4786.0
820,2003-04-15,2997.38,-0.49,-0.0049,0.0499316937726,50.4340063855,-4782.0
821,2003-04-16,3032.32,34.94,0.3494,0.0250025722811,52.4665331154,-4781.0
822,2003-04-17,2984.5,-47.82,-0.4782,0.0398103106581,47.6907850791,-4780.0
823,2003-04-21,2996.97,12.47,0.1247,0.0285065042416,51.0820173309,-4776.0
824,2003-04-22,2985.54,-11.43,-0.1143,0.043457922965,49.7454511198,-4775.0
825,2003-04-23,2947.33,-38.21,-0.3821,0.0769199450035,48.2660629561,-4774.0
826,2003-04-24,2937.23,-10.1,-0.101,0.0821586488133,49.9010445402,-4773.0
827,2003-04-25,2924.03,-13.2,-0.132,0.0915578504565,49.719879911,-4772.0
828,2003-04-28,2936.71,12.68,0.1268,0.0648492529519,51.2641389421,-4769.0
829,2003-04-29,2950.14,13.43,0.1343,0.0605906216366,51.309446505,-4768.0
830,2003-04-30,2959.79,9.65,0.0965,0.0584651893701,51.0593354387,-4767.0
831,2003-05-02,2966.63,6.84,0.0684,0.0481777726443,50.866632543,-4765.0
832,2003-05-05,2975.47,8.84,0.0884,0.0449278432581,51.0042268701,-4762.0
833,2003-05-06,2993.0,17.53,0.1753,0.0182765226062,51.6196697658,-4761.0
834,2003-05-07,2980.74,-12.26,-0.1226,0.0325256820137,49.395968052,-4760.0
835,2003-05-08,2961.6,-19.14,-0.1914,0.0498525821385,48.8874784962,-4759.0
836,2003-05-09,2950.0,-11.6,-0.116,0.063836809302,49.483296472,-4758.0
837,2003-05-12,2942.78,-7.22,-0.0722,0.0710041986299,49.8384086136,-4755.0
838,2003-05-13,2960.62,17.84,0.1784,0.079191600005,51.86248231,-4754.0
839,2003-05-14,2993.94,33.32,0.3332,0.0569851898981,53.0850181848,-4753.0
840,2003-05-15,3012.97,19.03,0.1903,0.0408372463191,51.8150287956,-4752.0
841,2003-05-16,3056.58,43.61,0.4361,-0.00700088622983,53.8025024395,-4751.0
842,2003-05-19,3043.89,-12.69,-0.1269,-0.0153508991384,48.9661554445,-4748.0
843,2003-05-20,3062.92,19.03,0.1903,-0.0218657627661,51.5323909646,-4747.0
844,2003-05-21,3057.09,-5.83,-0.0583,-0.00816866293795,49.4932046797,-4746.0
845,2003-05-22,3040.79,-16.3,-0.163,-0.0188607807003,48.6456430836,-4745.0
846,2003-05-23,3049.84,9.05,0.0905,-0.0176411508957,50.7792309228,-4744.0
847,2003-05-26,3096.69,46.85,0.4685,-0.0372294459294,53.7731918679,-4741.0
848,2003-05-27,3081.94,-14.75,-0.1475,-0.0456718453651,48.7238644872,-4740.0
849,2003-05-28,3130.46,48.52,0.4852,-0.0657864722885,53.420479919,-4739.0
850,2003-05-29,3164.25,33.79,0.3379,-0.0821537398727,52.2555174495,-4738.0
851,2003-05-30,3180.75,16.5,0.165,-0.0830997953492,50.8935574286,-4737.0
852,2003-06-02,3206.38,25.63,0.2563,-0.086856894927,51.5900994734,-4734.0
853,2003-06-03,3181.97,-24.41,-0.2441,-0.0750661364489,47.7122541952,-4733.0
854,2003-06-04,3216.49,34.52,0.3452,-0.0842235128749,52.1412919076,-4732.0
855,2003-06-05,3262.2,45.71,0.4571,-0.0963646079443,52.9327484948,-4731.0
856,2003-06-06,3303.24,41.04,0.4104,-0.103655195456,52.5535556091,-4730.0
857,2003-06-09,3337.31,34.07,0.3407,-0.119624656964,51.9726155007,-4727.0
858,2003-06-10,3289.55,-47.76,-0.4776,-0.110734062669,45.7634536885,-4726.0
859,2003-06-11,3314.6,25.05,0.2505,-0.123593220339,51.1880586921,-4725.0
860,2003-06-12,3337.3,22.7,0.227,-0.134063708466,51.0158862989,-4724.0
861,2003-06-13,3354.14,16.84,0.1684,-0.132918104992,50.5724373288,-4723.0
862,2003-06-16,3336.64,-17.5,-0.175,-0.114464551728,48.0154585408,-4720.0
863,2003-06-17,3431.03,94.39,0.9439,-0.138753455892,55.6533007076,-4719.0
864,2003-06-18,3430.96,-0.0700000000002,-0.000700000000002,-0.122483298327,49.2648512857,-4718.0
865,2003-06-19,3454.6,23.64,0.2364,-0.134929317419,50.7484392437,-4717.0
866,2003-06-20,3499.5,44.9,0.449,-0.142537186737,52.0625034135,-4716.0
867,2003-06-23,3461.38,-38.12,-0.3812,-0.132246679031,46.9486921147,-4713.0
868,2003-06-24,3447.45,-13.93,-0.1393,-0.133734983343,48.4899314122,-4712.0
869,2003-06-25,3517.27,69.82,0.6982,-0.153263777772,53.3910723602,-4711.0
870,2003-06-26,3552.4,35.13,0.3513,-0.147160355089,51.2782504002,-4710.0
871,2003-06-27,3583.06,30.66,0.3066,-0.162598882522,51.0063393901,-4709.0
872,2003-06-30,3607.13,24.07,0.2407,-0.152268356727,50.5928486631,-4706.0
873,2003-07-01,3604.43,-2.7,-0.027,-0.139110373706,48.9090170289,-4705.0
874,2003-07-02,3601.39,-3.04,-0.0304,-0.132245539574,48.8874126251,-4704.0
875,2003-07-03,3639.89,38.5,0.385,-0.135202315384,51.6172491347,-4703.0
876,2003-07-04,3622.34,-17.55,-0.1755,-0.138395396563,48.0008838932,-4702.0
877,2003-07-07,3612.53,-9.81,-0.0981,-0.123128005994,48.5215667159,-4699.0
878,2003-07-08,3629.68,17.15,0.1715,-0.112647906321,50.3326256106,-4698.0
879,2003-07-09,3620.79,-8.89,-0.0889,-0.0961328877102,48.6059032311,-4697.0
880,2003-07-10,3679.63,58.84,0.5884,-0.10257362966,52.9911848412,-4696.0
881,2003-07-11,3676.26,-3.37,-0.0337,-0.117557112675,48.9781672741,-4695.0
882,2003-07-14,3720.75,44.49,0.4449,-0.122533639051,51.9074601311,-4692.0
883,2003-07-15,3686.34,-34.41,-0.3441,-0.104587540826,47.2336828681,-4691.0
884,2003-07-16,3721.65,35.31,0.3531,-0.109569069866,51.285777147,-4690.0
885,2003-07-17,3668.91,-52.74,-0.5274,-0.0995822144433,46.564545955,-4689.0
886,2003-07-18,3647.58,-21.33,-0.2133,-0.0631151578389,48.3382105749,-4688.0
887,2003-07-21,3569.58,-78.0,-0.78,-0.0404026861287,45.4901464367,-4685.0
888,2003-07-22,3554.13,-15.45,-0.1545,-0.0288108608811,48.9602840777,-4684.0
889,2003-07-23,3577.89,23.76,0.2376,-0.0224003429061,51.004390641,-4683.0
890,2003-07-24,3668.07,90.18,0.9018,-0.059713177981,54.2492835457,-4682.0
891,2003-07-25,3726.46,58.39,0.5839,-0.0809322832818,52.5091793772,-4681.0
892,2003-07-28,3739.76,13.3,0.133,-0.0632564460505,50.1250442212,-4678.0
893,2003-07-29,3764.44,24.68,0.2468,-0.0596892241865,50.7154809231,-4677.0
894,2003-07-30,3780.42,15.98,0.1598,-0.0550814108611,50.2401198287,-4676.0
895,2003-07-31,3792.61,12.19,0.1219,-0.0514203813004,50.0265652513,-4675.0
896,2003-08-01,3815.31,22.7,0.227,-0.0585057831613,50.6349059166,-4674.0
897,2003-08-04,3832.5,17.19,0.1719,-0.0641724445284,50.2993045914,-4671.0
898,2003-08-05,3765.82,-66.68,-0.6668,-0.0345971993659,45.5003304501,-4670.0
899,2003-08-06,3741.66,-24.16,-0.2416,-0.0329400332382,48.1236293757,-4669.0
900,2003-08-07,3806.83,65.17,0.6517,-0.0537850204704,53.0836900853,-4668.0
901,2003-08-08,3883.76,76.93,0.7693,-0.0700006612153,53.6930567113,-4667.0
902,2003-08-11,3893.41,9.65,0.0965,-0.0752929609284,49.8225767804,-4664.0
903,2003-08-12,3889.41,-4.0,-0.04,-0.0570111668836,49.0722771604,-4663.0
904,2003-08-13,3926.07,36.66,0.3666,-0.0679522123027,51.3536621067,-4662.0
905,2003-08-14,3921.2,-4.87,-0.0487,-0.0538735469999,49.0093111672,-4661.0
906,2003-08-18,3977.73,56.53,0.5653,-0.0790458829083,52.3701089959,-4657.0
907,2003-08-19,4006.91,29.18,0.2918,-0.0766487982481,50.8105579729,-4656.0
908,2003-08-20,4056.6,49.69,0.4969,-0.105668986157,51.9327795236,-4655.0
909,2003-08-21,4095.39,38.79,0.3879,-0.122769068807,51.2827338531,-4654.0
910,2003-08-22,4125.12,29.73,0.2973,-0.155631754996,50.7309334529,-4653.0
911,2003-08-25,4004.63,-120.49,-1.2049,-0.12675394541,42.7562235089,-4650.0
912,2003-08-26,4152.29,147.66,1.4766,-0.160541548231,55.7401761426,-4649.0
913,2003-08-27,4205.56,53.27,0.5327,-0.146532099987,51.4459658345,-4648.0
914,2003-08-28,4212.29,6.73,0.0673,-0.130373061833,49.4809826547,-4647.0
915,2003-08-29,4244.73,32.44,0.3244,-0.135027381436,50.5713359432,-4646.0
916,2003-09-01,4324.76,80.03,0.8003,-0.148845512214,52.5530431535,-4643.0
917,2003-09-02,4339.2,14.44,0.1444,-0.147808973606,49.6829557458,-4642.0
918,2003-09-03,4257.94,-81.26,-0.8126,-0.122693870448,45.8623435385,-4641.0
919,2003-09-04,4310.51,52.57,0.5257,-0.129792860868,51.3337628326,-4640.0
920,2003-09-05,4369.17,58.66,0.5866,-0.140031311155,51.5666331716,-4639.0
921,2003-09-08,4434.25,65.08,0.6508,-0.177499190083,51.8207126968,-4636.0
922,2003-09-09,4425.2,-9.05,-0.0905,-0.182683621708,48.7345013526,-4635.0
923,2003-09-10,4434.26,9.06,0.0906,-0.164816921165,49.5026068023,-4634.0
924,2003-09-11,4393.13,-41.13,-0.4113,-0.131153830309,47.4430573277,-4633.0
925,2003-09-12,4305.91,-87.22,-0.8722,-0.105948256156,45.6208322023,-4632.0
926,2003-09-15,4193.83,-112.08,-1.1208,-0.0782689405334,44.6536988229,-4629.0
927,2003-09-16,4274.75,80.92,0.8092,-0.0888114577682,52.7786842891,-4628.0
928,2003-09-17,4235.35,-39.4,-0.394,-0.0801157808834,48.1698126061,-4627.0
929,2003-09-18,4134.15,-101.2,-1.012,-0.0393239360138,46.0122408473,-4626.0
930,2003-09-19,4217.12,82.97,0.8297,-0.0524618721159,52.6235621521,-4625.0
931,2003-09-22,4151.72,-65.4,-0.654,-0.0234482078588,47.7034488423,-4622.0
932,2003-09-23,4231.69,79.97,0.7997,-0.0332813236346,52.2741457333,-4621.0
933,2003-09-24,4356.39,124.7,1.247,-0.0560638235979,53.5792663071,-4620.0
934,2003-09-25,4297.15,-59.24,-0.5924,-0.0730454498918,47.9428482694,-4619.0
935,2003-09-26,4382.57,85.42,0.8542,-0.0554585541954,52.0870139124,-4618.0
936,2003-09-29,4402.05,19.48,0.1948,-0.0467214829892,50.1832160664,-4615.0
937,2003-09-30,4453.24,51.19,0.5119,-0.0572016646527,51.0821162835,-4614.0
938,2003-10-01,4455.08,1.84,0.0184,-0.0495555665496,49.6252014949,-4613.0
939,2003-10-03,4552.92,97.84,0.9784,-0.052756684764,52.3869282202,-4611.0
940,2003-10-06,4631.39,78.47,0.7847,-0.0673372971976,51.7880200592,-4608.0
941,2003-10-07,4632.94,1.55,0.0155,-0.0880707572206,49.4413995435,-4607.0
942,2003-10-08,4634.86,1.92,0.0192,-0.0752463165611,49.4529175483,-4606.0
943,2003-10-09,4698.68,63.82,0.6382,-0.0754170700614,51.389801857,-4605.0
944,2003-10-10,4768.9,70.22,0.7022,-0.0754693578395,51.5903110824,-4604.0
945,2003-10-13,4849.27,80.37,0.8037,-0.0958306969177,51.9191403127,-4601.0
946,2003-10-14,4782.03,-67.24,-0.6724,-0.078427967688,47.0591328374,-4600.0
947,2003-10-15,4855.26,73.23,0.7323,-0.105193791215,51.5693998446,-4599.0
948,2003-10-16,4887.32,32.06,0.3206,-0.135026045598,50.2574592479,-4598.0
949,2003-10-17,4930.53,43.21,0.4321,-0.175662818951,50.6131987945,-4597.0
950,2003-10-20,4851.67,-78.86,-0.7886,-0.134959939178,46.7837322434,-4594.0
951,2003-10-21,4755.72,-95.95,-0.9595,-0.122863517773,46.2713139799,-4593.0
952,2003-10-22,4741.2,-14.52,-0.1452,-0.146837923152,49.0511042955,-4592.0
953,2003-10-23,4648.41,-92.79,-0.9279,-0.102271218272,46.6269573158,-4591.0
954,2003-10-24,4757.37,108.96,1.0896,-0.145879298219,52.8996964892,-4590.0
955,2003-10-25,4802.28,44.91,0.4491,-0.134837381755,50.9136903326,-4589.0
956,2003-10-27,4698.28,-104.0,-1.04,-0.0784801177121,46.6562629881,-4587.0
957,2003-10-28,4707.8,9.52,0.0952,-0.0955633384918,49.989221859,-4586.0
958,2003-10-29,4744.1,36.3,0.363,-0.0824926926438,50.748170229,-4585.0
959,2003-10-30,4780.52,36.42,0.3642,-0.0859758521598,50.7516714212,-4584.0
960,2003-10-31,4906.87,126.35,1.2635,-0.101865158851,53.3498847065,-4583.0
961,2003-11-03,5063.03,156.16,1.5616,-0.136462195965,54.1874720347,-4580.0
962,2003-11-04,5097.84,34.81,0.3481,-0.119685827996,50.3408387605,-4579.0
963,2003-11-05,5064.91,-32.93,-0.3293,-0.0936047277383,48.3382871511,-4578.0
964,2003-11-06,5047.54,-17.37,-0.1737,-0.0894896113483,48.8271337173,-4577.0
965,2003-11-07,4971.57,-75.97,-0.7597,-0.0726472860022,47.0733654991,-4576.0
966,2003-11-10,4998.57,27.0,0.27,-0.0638243081036,50.349437158,-4573.0
967,2003-11-11,5030.64,32.07,0.3207,-0.0548847742666,50.5071344064,-4572.0
968,2003-11-12,5005.77,-24.87,-0.2487,-0.0322728988074,48.6913414079,-4571.0
969,2003-11-13,4949.16,-56.61,-0.5661,-0.0349495925371,47.6921355021,-4570.0
970,2003-11-14,4865.83,-83.33,-0.8333,-0.00217702038614,46.8460563841,-4569.0
971,2003-11-15,4911.76,45.93,0.4593,-0.00500069567779,51.2224561695,-4568.0
972,2003-11-17,4940.23,28.47,0.2847,-0.00196733414055,50.6337389512,-4566.0
973,2003-11-18,4891.13,-49.1,-0.491,-0.00813328194209,48.0677496782,-4565.0
974,2003-11-19,4823.73,-67.4,-0.674,-0.014300673715,47.4743648273,-4564.0
975,2003-11-20,4771.23,-52.5,-0.525,-0.0063338395343,48.0205683842,-4563.0
976,2003-11-21,4838.54,67.31,0.6731,-0.0409021579422,52.1991667777,-4562.0
977,2003-11-24,4822.15,-16.39,-0.1639,-0.0136167672474,49.3043449106,-4559.0
978,2003-11-25,4894.59,72.44,0.7244,-0.0192221194932,52.242911111,-4558.0
979,2003-11-27,4989.04,94.45,0.9445,-0.0618864776046,52.9493841419,-4556.0
980,2003-11-28,5044.82,55.78,0.5578,-0.0715875780619,51.5487171682,-4555.0
981,2003-12-01,5160.85,116.03,1.1603,-0.0878459560296,53.5501734421,-4552.0
982,2003-12-02,5186.08,25.23,0.2523,-0.084835959268,50.2778835812,-4551.0
983,2003-12-03,5221.9,35.82,0.3582,-0.0642018231581,50.6456159741,-4550.0
984,2003-12-04,5225.9,4.0,0.04,-0.0321684840896,49.4957180729,-4549.0
985,2003-12-05,5131.72,-94.18,-0.9418,-0.00664595201105,46.1180543592,-4548.0
986,2003-12-08,5131.54,-0.18,-0.0018,-0.0131552189476,49.563190336,-4545.0
987,2003-12-09,5229.34,97.8,0.978,-0.0360175451804,52.8484790471,-4544.0
988,2003-12-10,5285.54,56.2,0.562,-0.063153088461,51.3634293202,-4543.0
989,2003-12-11,5299.96,14.42,0.1442,-0.0602952444399,49.8914066051,-4542.0
990,2003-12-12,5315.81,15.85,0.1585,-0.0566866243659,49.9427400406,-4541.0
991,2003-12-15,5390.88,75.07,0.7507,-0.0769332190652,52.0686520335,-4538.0
992,2003-12-16,5437.05,46.17,0.4617,-0.0985803651529,50.9643713512,-4537.0
993,2003-12-17,5418.23,-18.82,-0.1882,-0.113526366519,48.5439440221,-4536.0
994,2003-12-18,5455.0,36.77,0.3677,-0.110599866443,50.6402451256,-4535.0
995,2003-12-19,5541.35,86.35,0.8635,-0.121678545331,52.4466427551,-4534.0
996,2003-12-22,5577.96,36.61,0.3661,-0.140423583098,50.5079692224,-4531.0
997,2003-12-23,5564.33,-13.63,-0.1363,-0.153532639679,48.6105364099,-4530.0
998,2003-12-24,5641.92,77.59,0.7759,-0.182487534661,52.0312042716,-4529.0
999,2003-12-26,5699.24,57.32,0.5732,-0.177884237807,51.2388758194,-4527.0
1000,2003-12-29,5797.33,98.09,0.9809,-0.202229296061,52.7518053858,-4524.0
1001,2003-12-30,5791.85,-5.48,-0.0548,-0.183316682296,48.7358236359,-4523.0
1002,2003-12-31,5838.96,47.11,0.4711,-0.170357423472,50.7271235234,-4522.0
1003,2004-01-01,5915.47,76.51,0.7651,-0.17258296629,51.820905181,-4521.0
1004,2004-01-02,6026.59,111.12,1.1112,-0.167751436294,53.1021584851,-4520.0
1005,2004-01-05,6039.0,12.41,0.1241,-0.164463332613,49.2008218398,-4517.0
1006,2004-01-06,5943.64,-95.36,-0.9536,-0.138214060016,45.3941695083,-4516.0
1007,2004-01-07,5957.02,13.38,0.1338,-0.139903174573,49.514518132,-4515.0
1008,2004-01-08,6108.54,151.52,1.5152,-0.190349434498,54.113052084,-4514.0
1009,2004-01-09,6119.59,11.05,0.1105,-0.192544538287,49.335737883,-4513.0
1010,2004-01-12,6067.76,-51.83,-0.5183,-0.160329984281,47.378268117,-4510.0
1011,2004-01-13,6132.97,65.21,0.6521,-0.160329881147,51.149872016,-4509.0
1012,2004-01-14,6194.11,61.14,0.6114,-0.168708820444,51.0169366402,-4508.0
1013,2004-01-15,6063.91,-130.2,-1.302,-0.140731139751,45.2383776245,-4507.0
1014,2004-01-16,5946.19,-117.72,-1.1772,-0.103009156205,45.6580921774,-4506.0
1015,2004-01-19,6064.1,117.91,1.1791,-0.115329084706,52.7989521209,-4503.0
1016,2004-01-20,5922.11,-141.99,-1.4199,-0.092997159589,45.8511600442,-4502.0
1017,2004-01-21,5758.19,-163.92,-1.6392,-0.0555802016499,45.325025192,-4501.0
1018,2004-01-22,5593.74,-164.45,-1.6445,-0.00945437483646,45.3118880379,-4500.0
1019,2004-01-23,5816.64,222.9,2.229,-0.0427898371448,55.2272740011,-4499.0
1020,2004-01-27,5993.06,176.42,1.7642,-0.0770497076917,53.9990695006,-4495.0
1021,2004-01-28,5876.05,-117.01,-1.1701,-0.041498284272,47.0876445965,-4494.0
1022,2004-01-29,5802.75,-73.3,-0.733,-0.0181620707322,48.1217109563,-4493.0
1023,2004-01-30,5695.67,-107.08,-1.0708,0.0175356586567,47.3736921061,-4492.0
1024,2004-02-03,5620.98,-74.69,-0.7469,0.029501799943,48.1811423587,-4488.0
1025,2004-02-04,5756.76,135.78,1.3578,0.01407784948,53.0724518663,-4487.0
1026,2004-02-05,5720.63,-36.13,-0.3613,0.0329373659236,49.1137187572,-4486.0
1027,2004-02-06,5786.35,65.72,0.6572,0.0398633389695,51.3608977689,-4485.0
1028,2004-02-09,5926.22,139.87,1.3987,0.0186752773638,52.9425839118,-4482.0
1029,2004-02-10,5932.52,6.3,0.063,0.00187090739008,49.8874583522,-4481.0
1030,2004-02-11,5949.78,17.26,0.1726,0.00121537278706,50.1343080292,-4480.0
1031,2004-02-12,5936.96,-12.82,-0.1282,0.0280885448896,49.4355958093,-4479.0
1032,2004-02-13,6011.66,74.7,0.747,0.0176368024655,51.4920128766,-4478.0
1033,2004-02-16,6012.35,0.690000000001,0.00690000000001,0.00913187073978,49.7048929447,-4475.0
1034,2004-02-17,6035.8,23.45,0.2345,0.0158438733599,50.2599113598,-4474.0
1035,2004-02-18,6027.02,-8.78,-0.0878,0.0269756268455,49.4520091428,-4473.0
1036,2004-02-19,5855.1,-171.92,-1.7192,0.0344348778264,45.5752283708,-4472.0
1037,2004-02-20,5850.72,-4.38,-0.0438,0.01605565917,49.8004575378,-4471.0
1038,2004-02-23,5698.04,-152.68,-1.5268,0.0603650995201,46.4624769444,-4468.0
1039,2004-02-24,5734.44,36.4,0.364,0.0316897186982,50.8533788756,-4467.0
1040,2004-02-25,5618.15,-116.29,-1.1629,0.0243201422669,47.5602427561,-4466.0
1041,2004-02-26,5567.12,-51.03,-0.5103,0.00475889118908,49.0349438575,-4465.0
1042,2004-02-27,5667.51,100.39,1.0039,0.0256385129559,52.2895481245,-4464.0
1043,2004-03-01,5823.17,155.66,1.5566,0.0283477889425,53.4245437262,-4461.0
1044,2004-03-03,5842.2,19.03,0.1903,0.00576067256065,50.3301831557,-4459.0
1045,2004-03-04,5815.87,-26.33,-0.2633,-0.00226099694111,49.3383315772,-4458.0
1046,2004-03-05,5880.35,64.48,0.6448,-0.0324246313428,51.3451589721,-4457.0
1047,2004-03-08,5935.19,54.84,0.5484,-0.0558995050685,51.1204225404,-4454.0
1048,2004-03-09,5850.61,-84.58,-0.8458,-0.0163025729751,47.9472692302,-4453.0
1049,2004-03-10,5759.29,-91.32,-0.9132,-0.0067579969339,47.7973214113,-4452.0
1050,2004-03-11,5649.86,-109.43,-1.0943,0.0235882723997,47.3810803279,-4451.0
1051,2004-03-12,5700.4,50.54,0.5054,0.0381052340278,51.2977392682,-4450.0
1052,2004-03-15,5520.66,-179.74,-1.7974,0.0694241233068,46.1302191417,-4447.0
1053,2004-03-16,5525.09,4.43,0.0443,0.0713791098158,50.3150386342,-4446.0
1054,2004-03-17,5535.69,10.6,0.106,0.0675884627823,50.4498566303,-4445.0
1055,2004-03-18,5414.94,-120.75,-1.2075,0.099260437217,47.5766501345,-4444.0
1056,2004-03-19,5443.44,28.5,0.285,0.0946235664923,50.8985793836,-4443.0
1057,2004-03-22,5365.4,-78.04,-0.7804,0.111070612015,48.6002734909,-4440.0
1058,2004-03-23,5400.99,35.59,0.3559,0.103870569535,51.0641275213,-4439.0
1059,2004-03-24,5395.28,-5.71,-0.0571,0.0785332445219,50.1506601877,-4438.0
1060,2004-03-25,5414.44,19.16,0.1916,0.0745686001039,50.7058018235,-4437.0
1061,2004-03-26,5528.94,114.5,1.145,0.0296768713452,52.8119129345,-4436.0
1062,2004-03-29,5571.37,42.43,0.4243,0.0284369528672,51.0869491937,-4433.0
1063,2004-03-30,5520.44,-50.93,-0.5093,0.0173918460703,48.9228779931,-4432.0
1064,2004-03-31,5590.6,70.16,0.7016,-0.00421762060096,51.6973788725,-4431.0
1065,2004-04-01,5740.85,150.25,1.5025,-0.0129404271011,53.4459802045,-4430.0
1066,2004-04-02,5788.08,47.23,0.4723,0.00602592745876,50.9649060665,-4429.0
1067,2004-04-05,5838.02,49.94,0.4994,0.000715483893054,51.0274277281,-4426.0
1068,2004-04-06,5822.42,-15.6,-0.156,-0.00112622874995,49.4337896197,-4425.0
1069,2004-04-07,5815.13,-7.29,-0.0729,0.0110911765456,49.6422636545,-4424.0
1070,2004-04-08,5838.45,23.32,0.2332,0.0162993939537,50.4292808923,-4423.0
1071,2004-04-12,5783.79,-54.66,-0.5466,0.0114210313113,48.4140958671,-4419.0
1072,2004-04-13,5904.52,120.73,1.2073,-0.025216649969,52.8449468398,-4418.0
1073,2004-04-15,5843.97,-60.55,-0.6055,-0.0343566035265,48.3568301427,-4416.0
1074,2004-04-16,5862.82,18.85,0.1885,-0.0284927373518,50.2900436556,-4415.0
1075,2004-04-17,5861.63,-1.19,-0.0119,-0.0617625428844,49.7981597701,-4414.0
1076,2004-04-19,5800.54,-61.09,-0.6109,-0.0498543915122,48.3212531694,-4412.0
1077,2004-04-20,5804.81,4.27,0.0427,-0.0486154390871,50.0124417474,-4411.0
1078,2004-04-21,5876.42,71.61,0.7161,-0.0852234743137,51.7144568438,-4410.0
1079,2004-04-22,5924.18,47.76,0.4776,-0.0883154769778,51.0705947953,-4409.0
1080,2004-04-23,5925.58,1.4,0.014,-0.104406008872,49.8103337563,-4408.0
1081,2004-04-27,5712.28,-213.3,-2.133,-0.0576357297458,44.4942998324,-4404.0
1082,2004-04-28,5713.09,0.81,0.0081,-0.0589051912042,50.0520154762,-4403.0
1083,2004-04-29,5668.43,-44.66,-0.4466,-0.0469097450521,48.9635251523,-4402.0
1084,2004-04-30,5655.09,-13.34,-0.1334,-0.0228163083701,49.7504569133,-4401.0
1085,2004-05-03,5584.99,-70.1,-0.701,-0.00244464108469,48.3383296676,-4398.0
1086,2004-05-04,5647.15,62.16,0.6216,-0.0229528805675,51.679506106,-4397.0
1087,2004-05-05,5686.19,39.04,0.3904,-0.0170983436483,51.0758205493,-4396.0
1088,2004-05-06,5757.3,71.11,0.7111,-0.00286542933538,51.8907819035,-4395.0
1089,2004-05-07,5669.58,-87.72,-0.8772,0.0204731102542,47.7706305569,-4394.0
1090,2004-05-10,5555.84,-113.74,-1.1374,0.0483348806616,47.1297195626,-4391.0
1091,2004-05-11,5325.9,-229.94,-2.2994,0.0852772558489,44.3516054301,-4390.0
1092,2004-05-12,5358.35,32.45,0.3245,0.0785502645685,51.1494467327,-4389.0
1093,2004-05-13,5399.47,41.12,0.4112,0.0751877638757,51.3547217263,-4388.0
1094,2004-05-14,5069.87,-329.6,-3.296,0.123434633692,43.2335367997,-4387.0
1095,2004-05-17,4505.16,-564.71,-5.6471,0.236998096374,39.1306774724,-4384.0
1096,2004-05-18,4877.02,371.86,3.7186,0.165461150553,56.3729926863,-4383.0
1097,2004-05-19,5006.1,129.08,1.2908,0.146127631413,52.3539348127,-4382.0
1098,2004-05-20,4932.11,-73.99,-0.7399,0.158577051093,49.2815504322,-4381.0
1099,2004-05-21,4961.57,29.46,0.2946,0.14463653384,50.8186999276,-4380.0
1100,2004-05-24,5123.23,161.66,1.6166,0.117416418453,52.7325945298,-4377.0
